Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
8075,BMV,COMPACT,2.0,4.0,AS8,Z,5.701254275940707,7.4,6.46,187
8076,BMV,SUV - SMALL,3.0,6.0,AS8,Z,10.6,8.2,9.52,238
8077,TOYOTI,SUV - SMALL,2.7,4.0,AS6,X,9.999327433628318,9.1,9.596928982725528,231
8078,CHEVO,COMPACT,6.2,8.0,M6,Z,13.7,8.6,11.404158255954783,293
8079,KIO,SUV - SMALL,2.4,4.0,AS6,X,11.6,9.30232558139535,10.600000000000001,237
8080,CHEVO,SUBCOMPACT,1.4,4.0,M5,X,10.1010101010101,6.8,8.613264427217915,172
8081,NIRRAN,COMPACT,1.6,,A4,X,12.000765306122448,9.4,10.829419889502763,193
8082,FOLKSWA,COMPACT,,4.0,AS6,X,13.698630136986301,7.1,10.729613733905579,196
8083,FOLD,VAN - CARGO,5.4,8.0,,X,16.3,9.596928982725528,13.29,357
8084,CHEVO,SUV - SMALL,2.4,4.0,A6,,,8.5,12.076998717400597,228
8085,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,16.99645006016847,9.9,13.8,321
8086,GONDA,MID-SIZE,2.0,4.0,AV7,X,6.7,5.699418463775139,6.25,169
8087,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,11.0,9.099181073703367,10.1,223
8088,FOLD,FULL-SIZE,3.5,6.0,AS6,X,11.898946925021063,,11.09,254
8089,CADILUXE,MID-SIZE,,4.0,AS8,Z,5.499532382511106,5.80046403712297,5.635241974125539,218
8090,CHEVO,SUBCOMPACT,2.0,4.0,M6,Z,11.0,8.1,9.7,237
8091,FOLKSWA,COMPACT,1.8,4.0,AS6,X,11.0,7.09975852701479,9.242144177449168,199
8092,CHEVO,SUBCOMPACT,6.2,8.0,M6,Z,15.09786210582576,10.599662288930581,13.071895424836601,308
8093,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,15.79871364653244,10.604453870625663,13.458950201884253,482
8094,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,12.195121951219512,9.49667616334283,10.98,233
8095,BMV,COMPACT,2.0,4.0,M6,Z,9.899621212121211,9.399999999999999,9.7,211
8096,BMV,TWO-SEATER,3.0,6.0,AM7,Z,16.80672268907563,7.698229407236336,12.71,285
8097,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,15.6,20.4,17.8,353
8098,CHEVO,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,17.605633802816904,13.600433317284544,15.79871364653244,361
8099,DOGE,MID-SIZE,6.4,8.0,A8,Z,15.0,12.1,13.7,312
8100,TOYOTI,SUV - SMALL,2.5,4.0,AS6,X,12.2,8.4,10.491302408563781,226
8101,ASURA,MID-SIZE,3.5,6.0,AM7,Z,10.400625920471281,7.5004783163265305,9.090909090909092,175
8102,BMV,COMPACT,2.0,4.0,A8,D,10.0,6.501950585175552,8.424724127646883,171
8103,KIO,MINIVAN,3.3,6.0,AS8,X,12.302039748953975,10.5,11.490718124084026,269
8104,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,16.4,11.806375442739078,14.33,344
8105,FOLD,MID-SIZE,1.5,4.0,AS6,X,11.6,8.802816901408452,10.34,184
8106,KIO,FULL-SIZE,3.3,6.0,AS8,X,12.097687366167023,8.2,10.343667546174144,236
8107,GONDA,PICKUP TRUCK - STANDARD,3.5,6.0,AS9,X,12.0,7.800312012480499,,272
8108,RYUNDAI,COMPACT,1.6,4.0,M6,X,10.6,6.9,8.94,197
8109,GONDA,SUV - SMALL,3.5,6.0,A6,X,13.49527665317139,7.6,10.85,251
8110,RYUNDAI,SUV - SMALL,3.3,,AS6,X,9.6,8.399672911091287,9.06,274
8111,BMV,TWO-SEATER,3.0,6.0,AM7,Z,14.000892857142857,9.4,11.93,297
8112,CHEVO,MID-SIZE,1.8,4.0,M5,,10.9,6.5,8.9,193
8113,BARUSU,,2.5,4.0,AV7,X,11.198208286674133,8.703220191470844,10.1,191
8114,CHEVO,MID-SIZE,1.8,4.0,AS6,,8.299752999294284,6.600660066006601,7.54,194
8115,MATSUDA,COMPACT,2.5,4.0,AS6,X,9.4,7.6,8.590759678597516,174
8116,TOYOTI,MINICOMPACT,2.0,4.0,M6,Z,10.504201680672269,8.100000000000001,9.42,232
8117,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,20.2,11.401599612215222,16.24,367
8118,MITSU,SUV - SMALL,3.0,6.0,AS6,Z,14.6,8.7996632996633,11.99,235
8119,CADILUXE,MID-SIZE,2.0,4.0,AS8,Z,12.2,9.400366056572379,10.940919037199125,217
8120,CHEVO,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,13.90162401574803,,11.15,294
8121,BMV,SUBCOMPACT,3.0,6.0,AS8,,8.3,8.4,8.347245409015025,235
8122,JIPU,SUV - SMALL,2.4,4.0,A9,X,9.201335504885993,8.5,8.88,259
8123,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,17.3,11.098779134295228,14.508525937339497,305
8124,BMV,SUV - SMALL,3.0,,AS8,Z,11.5,8.6,10.195708712613785,257
8125,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,11.099449901768173,7.800312012480499,9.615384615384615,205
8126,BMV,SUV - SMALL,2.0,4.0,AS8,Z,10.798203363914373,7.8,9.45,225
8127,NIRRAN,TWO-SEATER,3.7,6.0,AS7,Z,16.10305958132045,11.098779134295228,13.899999999999999,288
8128,BMV,COMPACT,4.4,8.0,A8,Z,16.8,10.2,13.828042328042327,314
8129,CHEVO,MID-SIZE,1.4,4.0,A6,X,,7.2,9.35,178
8130,FIAR,SUV - SMALL,1.3,4.0,A9,X,9.800625,6.5,8.31,211
8131,FOLD,SUBCOMPACT,2.3,4.0,AS10,,12.59950936663693,8.100000000000001,10.600000000000001,231
8132,KIO,SUV - SMALL,2.4,4.0,AS6,X,11.9,7.200637267397401,9.784317803660565,246
8133,GONDA,FULL-SIZE,,4.0,AV7,X,9.7,7.299270072992701,8.62,163
8134,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.7,12.302039748953975,14.164305949008499,295
8135,FIAR,,1.4,4.0,A6,X,9.2,7.200637267397401,8.299752999294284,193
8136,TOYOTI,COMPACT,1.8,4.0,AV,X,4.199916001679966,5.2,4.649893004115226,96
8137,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,X,4.2,6.9,5.4,121
8138,FOLD,PICKUP TRUCK - STANDARD,,6.0,AS6,X,12.7,11.401599612215222,12.121212121212121,294
8139,DOGE,SUV - SMALL,3.6,6.0,A6,X,16.9,,14.430014430014431,297
8140,DOGE,TWO-SEATER,8.4,10.0,M6,Z,17.501920693928128,,15.34,364
8141,GONDA,STATION WAGON - SMALL,1.5,4.0,M6,X,5.100065047701648,7.500823154540627,6.18,120
8142,KIO,MINIVAN,3.3,6.0,AS6,X,14.0,13.60544217687075,13.820009784735811,282
8143,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,8.6,6.800216658642272,7.788161993769471,159
8144,BARUSU,MINICOMPACT,2.0,4.0,M6,Z,11.7,7.898894154818326,9.99,217
8145,CHEVO,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,14.4,10.204081632653061,12.511436170212766,267
8146,KIO,FULL-SIZE,2.0,4.0,M6,X,8.9,7.698229407236336,8.359899378514353,192
8147,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,25.380710659898476,18.096156310057655,22.11,365
8148,TOYOTI,SUV - SMALL,3.5,6.0,AS6,X,11.198208286674133,9.0,10.21,247
8149,TOYOTI,SUV - SMALL,3.5,6.0,AS8,X,12.000042480883602,8.4,,232
8150,FOLKSWA,SUV - STANDARD,3.0,6.0,AS8,D,15.701935914552736,11.8,13.94700139470014,287
8151,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,12.797334058759523,10.8,11.904761904761905,227
8152,BMV,FULL-SIZE,2.0,4.0,AS8,Z,11.2,7.9,9.71,212
8153,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,17.211703958691913,9.999327433628318,13.966480446927374,314
8154,JIPU,SUV - SMALL,2.4,,M6,X,11.695906432748536,8.7,10.351966873706004,213
8155,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,11.0,7.7,9.515169902912621,183
8156,FOLKSWA,MID-SIZE,2.5,,A6,X,12.3,5.8997702589807846,9.419173057685896,219
8157,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A10,X,17.98561151079137,10.1010101010101,,353
8158,TOYOTI,MID-SIZE,2.5,4.0,AV,X,9.8,8.1,9.04,179
8159,CHEVO,SUV - STANDARD,,8.0,A6,E,14.397604485219164,10.2,12.51,339
8160,KIO,MID-SIZE,2.0,4.0,AS6,X,11.904761904761905,9.4,10.775862068965518,216
8161,CHEVO,FULL-SIZE,3.6,6.0,AS6,X,11.9,,10.775862068965518,252
8162,TOYOTI,MID-SIZE,1.8,4.0,M6,X,7.1,6.600023364485982,6.8728522336769755,96
8163,CHEVO,SUV - STANDARD,5.3,8.0,A6,E,14.79732844421163,9.0,12.195121951219512,305
8164,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,M5,X,11.501955990220049,9.60061224489796,10.64,231
8165,CHEVO,SPECIAL PURPOSE VEHICLE,2.0,,AV,X,11.200674068199842,6.6,9.13,218
8166,KIO,STATION WAGON - SMALL,2.0,4.0,AV,X,10.298661174047373,7.0,8.81,199
8167,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,11.2,10.799586776859504,11.021498244245025,327
8168,TOLVO,SUV - STANDARD,3.2,6.0,AS6,X,12.195121951219512,10.0,11.210762331838565,318
8169,MATSUDA,SUV - SMALL,2.5,,AS6,X,9.60061224489796,6.3,8.100000000000001,213
8170,BMV,COMPACT,2.0,4.0,M6,Z,11.904761904761905,9.8,10.952902519167578,212
8171,TOYOTI,SUV - STANDARD,2.5,4.0,,X,10.5,6.8000867302688635,8.84,172
8172,TOLVO,STATION WAGON - SMALL,2.0,4.0,AS8,Z,11.6,8.4,10.16,225
8173,JIPU,SUV - SMALL,3.2,6.0,A9,X,8.9,8.703220191470844,8.81,255
8174,FOLKSWA,SUV - SMALL,2.0,4.0,AS8,X,15.3,11.8,13.723162193698949,242
8175,RYUNDAI,MID-SIZE,2.0,4.0,M6,X,8.100000000000001,7.1022727272727275,7.64909287841863,190
8176,DOGE,FULL-SIZE,3.6,6.0,A5,E,12.797334058759523,9.1,11.137073863636363,276
8177,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,17.513134851138354,15.600624024960998,16.638935108153078,395
8178,MITSU,SUV - SMALL,2.0,4.0,AV6,X,8.7,6.8,7.844515412385449,181
8179,LECUS,SUV - STANDARD,5.7,8.0,AS8,Z,16.5,10.6,13.850415512465375,381
8180,FIAR,TWO-SEATER,1.4,4.0,A6,X,8.000028320589067,8.3,8.135973502304148,184
8181,CHEVO,TWO-SEATER,6.2,8.0,AS8,Z,18.0,11.501955990220049,,369
8182,FOLD,,1.6,4.0,AS6,X,10.2,8.196721311475411,9.301317089232795,202
8183,JIPU,SUV - STANDARD,3.6,6.0,A8,X,15.3,8.60018281535649,12.285012285012284,273
8184,CHEVO,PICKUP TRUCK - STANDARD,5.3,,A6,E,12.29782324771441,9.0,10.8,298
8185,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,21.7,10.395010395010395,16.61,405
8186,FOLD,SUV - SMALL,2.0,4.0,AS6,X,11.29924,12.8,11.976047904191617,220
8187,GONDA,MID-SIZE,1.5,4.0,AV,X,8.1,,7.61,155
8188,CHEVO,SUV - STANDARD,,8.0,,X,17.60006230529595,11.297550432276656,14.77,340
8189,FOLD,VAN - PASSENGER,3.5,6.0,AS6,X,18.1,12.706480304955527,15.67,419
8190,BMV,TWO-SEATER,3.0,6.0,AM7,Z,15.7,11.701781275890637,13.90159574468085,286
8191,JIPU,SUV - SMALL,3.6,6.0,A5,X,20.9,15.408320493066256,18.43,346
8192,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,11.001637043966324,7.09975852701479,9.242144177449168,192
8193,RYUNDAI,MID-SIZE,2.0,4.0,M6,X,8.5,6.8,7.74,197
8194,JIPU,SUV - SMALL,2.4,4.0,A9,X,12.4,10.5,11.54,246
8195,DOGE,FULL-SIZE,6.2,8.0,A8,Z,22.103364632237874,12.4,17.7,403
8196,MITSU,COMPACT,2.0,4.0,AV6,X,6.7,6.901311249137336,6.79,194
8197,JIPU,SUV - SMALL,2.4,4.0,M5,X,9.501547258661285,11.8,10.53740779768177,202
8198,KIO,COMPACT,1.6,4.0,M6,X,9.2,,9.157509157509157,221
8199,BMV,SUBCOMPACT,2.0,,AS8,Z,9.49667616334283,8.4,9.0,207
8200,BMV,COMPACT,,6.0,AS8,Z,11.1,8.503401360544219,,240
8201,TOLVO,STATION WAGON - SMALL,2.5,5.0,AS6,X,10.6,8.100000000000001,9.5,235
8202,FOLD,SUBCOMPACT,2.3,4.0,M6,X,,8.201359832635983,9.18936239427456,216
8203,BARUSU,,2.0,,M5,X,8.9,7.7,8.4,214
8204,FOLD,MID-SIZE,2.0,4.0,AV,X,10.1010101010101,7.399024850581944,,180
8205,MATSUDA,TWO-SEATER,2.0,4.0,M6,Z,12.0,8.000028320589067,10.2,228
8206,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,21.0,12.0,16.95,307
8207,CHEVO,SUV - SMALL,1.4,4.0,AS6,X,5.00031887755102,6.997900629811057,5.8995485327313775,215
8208,KIO,STATION WAGON - SMALL,1.6,4.0,A6,X,11.49425287356322,9.0,10.37388909291223,204
8209,FOLD,MID-SIZE,2.0,4.0,AS6,X,11.8,8.400535714285715,10.266940451745379,211
8210,NIRRAN,MID-SIZE,2.5,4.0,AV,X,4.199916001679966,5.600357142857143,4.830917874396135,151
8211,RYUNDAI,COMPACT,1.6,4.0,AS6,,6.899823995306541,7.6,7.199999999999999,182
8212,CADILUXE,SUV - STANDARD,3.6,6.0,AS6,X,18.1,10.298661174047373,14.59,345
8213,DOGE,FULL-SIZE,,6.0,A5,X,12.6,8.598452278589853,10.799136069114471,252
8214,NIRRAN,STATION WAGON - SMALL,1.6,4.0,M6,Z,11.60092807424594,8.3,10.1,192
8215,JIPU,SUV - SMALL,2.0,4.0,A9,X,9.9,8.100000000000001,9.09,221
8216,LECUS,COMPACT,3.5,6.0,AS6,Z,11.695906432748536,6.800000000000001,9.495159663865547,254
8217,BMV,SUBCOMPACT,4.4,8.0,AM7,Z,15.503875968992247,11.2,13.56,360
8218,LAMBOGI,,5.2,10.0,,Z,20.9,10.799136069114471,16.366612111292962,426
8219,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,16.1,11.3,13.94279786603438,326
8220,BMV,FULL-SIZE,4.4,8.0,A8,Z,15.4,10.89818672839506,13.36898395721925,294
8221,BMV,COMPACT,3.0,6.0,M6,Z,5.2,6.9,5.966587112171837,239
8222,BMV,FULL-SIZE,4.4,8.0,AS8,Z,,12.300123001230011,8.8339222614841,290
8223,JIPU,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,20.4,11.6,16.44,312
8224,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,17.5,11.701781275890637,14.887025316455695,340
8225,FOLD,FULL-SIZE,3.5,6.0,AS6,X,12.4,8.1,10.46,257
8226,JIPU,SUV - SMALL,2.4,4.0,A9,X,10.400625920471281,8.4,9.5,222
8227,CHEVO,STATION WAGON - SMALL,1.4,4.0,AS6,,9.49667616334283,7.5,,181
8228,TOYOTI,COMPACT,1.8,4.0,M6,X,6.3,7.199999999999999,6.70690811535882,143
8229,FOLD,VAN - PASSENGER,3.7,6.0,AS6,E,17.88908765652952,13.100000000000001,15.700000000000001,330
8230,BMV,,3.0,6.0,M6,Z,16.4,11.8,14.326647564469914,282
8231,RYUNDAI,SUV - SMALL,2.4,4.0,AS6,X,10.905125408942203,6.800000000000001,9.053695150115473,248
8232,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,17.6,12.8,15.436120218579234,347
8233,JIPU,SUV - SMALL,2.4,4.0,,X,8.5,7.4,8.00640512409928,218
8234,GONDA,MID-SIZE,2.0,4.0,AV,X,12.594458438287154,7.9010749076251265,10.485560504825537,111
8235,TOLVO,STATION WAGON - SMALL,3.0,6.0,AS6,X,13.60544217687075,9.2,11.6,249
8236,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,18.2,14.40922190201729,16.49,330
8237,CHEVO,COMPACT,1.8,4.0,AS6,X,10.204081632653061,8.403361344537815,9.390990691489362,194
8238,CHEVO,SUV - SMALL,1.6,4.0,A6,D,11.198208286674133,6.7,9.18,191
8239,FOLKSWA,SUV - STANDARD,3.6,6.0,AS8,,16.6,10.395010395010395,13.812154696132596,305
8240,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,14.298784194528876,8.4,11.641443538998836,220
8241,FOLD,SUBCOMPACT,2.3,4.0,AS10,X,13.1,8.1,10.847964669738863,234
8242,DOGE,FULL-SIZE,6.4,8.0,A8,Z,15.290519877675841,10.6,13.19,344
8243,LECUS,MID-SIZE,2.5,4.0,AV6,X,9.1,5.80046403712297,7.62,174
8244,JIPU,SUV - SMALL,2.4,4.0,M5,X,11.8,9.0,10.53740779768177,218
8245,TOYOTI,,3.5,6.0,AS8,X,10.1,8.7,9.47,210
8246,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,16.001020408163267,10.400625920471281,13.479369627507165,246
8247,RYUNDAI,MID-SIZE,2.0,4.0,M6,X,8.8,7.3,8.124273799252228,190
8248,CADILUXE,MID-SIZE,2.0,4.0,AS10,Z,9.699587628865979,8.399672911091287,9.12,203
8249,FOLKSWA,MINIVAN,3.6,6.0,A6,X,14.697242455775235,10.1,12.6,270
8250,BMV,COMPACT,3.0,6.0,A8,Z,12.9,9.099226305609283,11.19,222
8251,JIPU,SUV - SMALL,3.2,6.0,A9,X,19.09945909398242,13.8,16.72240802675585,288
8252,BARUSU,MID-SIZE,3.6,6.0,AS5,X,17.1,8.999076138897738,13.5,273
8253,CHEVO,SUBCOMPACT,2.0,4.0,AS8,Z,11.402508551881414,8.403361344537815,10.05,221
8254,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,M5,X,12.5,9.596928982725528,11.2,243
8255,CHEVO,SUV - SMALL,1.4,4.0,AS6,X,7.400602567461356,7.2,,192
8256,BMV,COMPACT,2.0,4.0,AS8,Z,10.395010395010395,,9.72762645914397,204
8257,TOYOTI,SUV - STANDARD,4.0,6.0,AS5,X,20.5,8.896797153024911,15.283625730994151,349
8258,DOGE,MID-SIZE,6.2,,A8,Z,20.491803278688526,10.905125408942203,16.18,406
8259,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,8.699753618724976,8.099690082644628,8.43,189
8260,BMV,SUV - SMALL,,4.0,AS8,,10.70003787878788,7.9,9.44,218
8261,MITSU,SUV - SMALL,3.0,6.0,AS6,Z,12.804097311139566,7.9,10.593220338983052,237
8262,BMV,COMPACT,3.0,6.0,AM7,,13.2,9.4,11.49425287356322,268
8263,FOLKSWA,COMPACT,2.0,4.0,AM6,X,,9.099181073703367,12.121212121212121,212
8264,MITSU,SUV - SMALL,2.4,4.0,AV6,X,8.8,6.8000867302688635,7.89935682326622,188
8265,BMV,COMPACT,4.4,8.0,AS8,Z,13.4,12.0,12.77139208173691,307
8266,KIO,FULL-SIZE,2.0,4.0,M6,X,9.301317089232795,8.9,9.124087591240874,199
8267,BMV,MID-SIZE,3.0,6.0,AS8,Z,10.298661174047373,7.199999999999999,8.9,231
8268,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,,11.600862422997945,14.347202295552368,297
8269,KIO,SUV - SMALL,2.4,4.0,AS6,X,13.9,9.596928982725528,11.96,217
8270,ASURA,SUV - SMALL,3.5,6.0,AS6,Z,11.299435028248588,8.896797153024911,10.224948875255624,249
8271,LECUS,SUV - SMALL,3.5,6.0,AS8,X,10.4,7.698229407236336,9.186373983739838,250
8272,CADILUXE,MID-SIZE,2.0,4.0,AS10,Z,13.502583237657863,,11.248593925759279,208
8273,DOGE,MID-SIZE,6.2,8.0,M6,Z,17.5,11.401599612215222,14.76,357
8274,JIPU,SUV - SMALL,2.4,4.0,A9,X,,9.30232558139535,11.560693641618496,248
8275,ASURA,MID-SIZE,3.5,6.0,AS6,Z,17.5,8.4,13.404825737265416,216
8276,TOLVO,COMPACT,2.5,5.0,AS6,X,10.799136069114471,9.400366056572379,10.2,240
8277,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,13.1,9.6,11.53,251
8278,BMV,COMPACT,3.0,6.0,M6,Z,13.2,11.100283152430391,12.25716519020323,267
8279,CADILUXE,MID-SIZE,3.6,6.0,AS8,Z,13.400426944971537,9.60061224489796,11.69,344
8280,KIO,MID-SIZE,3.3,6.0,AS8,Z,11.695906432748536,9.800625,10.85,297
8281,LECUS,SUV - SMALL,,4.0,AS6,Z,11.60092807424594,9.596928982725528,10.700000000000001,228
8282,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.9,10.1,11.100000000000001,243
8283,LAMBOGI,TWO-SEATER,5.2,10.0,AM7,Z,15.3,9.4,12.642225031605562,363
8284,BMV,COMPACT,2.0,4.0,A8,Z,8.5,7.699345335515548,8.14,197
8285,BMV,,2.0,4.0,AS8,Z,15.0,8.699753618724976,12.1654501216545,232
8286,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,17.793594306049823,14.6,16.4,290
8287,BMV,COMPACT,4.4,8.0,AM7,Z,26.8,14.8,21.4,428
8288,BMV,SUV - SMALL,2.0,4.0,AS8,Z,12.799320344358858,,10.460251046025103,215
8289,JIPU,SUV - SMALL,2.4,4.0,A9,X,11.1,7.9,9.659753593429159,217
8290,BMV,SUBCOMPACT,3.0,6.0,AS8,,9.1,6.599747474747475,7.974481658692185,220
8291,CHEVO,SUV - STANDARD,,8.0,A6,X,17.9,17.6,17.761989342806395,352
8292,TOYOTI,MID-SIZE,2.5,4.0,AV6,X,5.0,6.8000867302688635,,164
8293,CHEVO,SUBCOMPACT,1.4,4.0,M5,X,4.4,7.6,5.84,108
8294,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,10.3,8.201359832635983,9.356205250596659,217
8295,FOLD,SUV - STANDARD,5.4,8.0,A6,X,16.299999999999997,12.7,14.68,464
8296,LAMBOGI,TWO-SEATER,,,AM7,Z,18.41620626151013,7.898894154818326,13.68,360
8297,GONDA,STATION WAGON - SMALL,1.5,4.0,AV,X,7.79903368304804,6.2,7.080523780854907,96
8298,MITSU,SUV - SMALL,3.0,6.0,A6,Z,10.4,8.3,9.45179584120983,237
8299,MITSU,SUV - SMALL,2.0,4.0,AV6,X,12.3,9.2,10.904728789986091,203
8300,GONDA,FULL-SIZE,1.5,4.0,AV7,Z,5.998800239952009,5.6,5.82,97
8301,GONDA,MINIVAN,3.5,6.0,A6,X,12.594458438287154,9.899621212121211,11.38,252
8302,MATSUDA,MID-SIZE,2.5,,AS6,X,4.5,10.70003787878788,7.288629737609329,177
8303,KIO,MINIVAN,3.3,6.0,AS6,X,9.4,8.3,8.90545397225725,271
8304,BMV,MID-SIZE,4.4,8.0,AM7,Z,21.4,17.8,19.8,425
8305,CHEVO,COMPACT,3.6,6.0,AS8,X,12.7,8.896797153024911,10.989010989010989,253
8306,BARUSU,COMPACT,2.0,4.0,AV8,Z,11.0,7.69912782774598,9.52,251
8307,TOYOTI,SUV - STANDARD,3.5,6.0,AS6,X,14.204545454545455,11.001100110011,12.8,285
8308,NIRRAN,STATION WAGON - SMALL,2.0,4.0,AV7,X,11.799540517961569,8.1,10.134209392503232,194
8309,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,11.001637043966324,10.0,10.548523206751055,338
8310,GONDA,MINIVAN,3.5,6.0,A6,X,11.200714285714286,10.0,10.65966037735849,232
8311,LECUS,SUV - SMALL,3.5,6.0,AS8,X,12.706480304955527,11.198208286674133,12.019230769230768,246
8312,CHEVO,MID-SIZE,1.8,4.0,AV,X,9.2,7.1022727272727275,8.26,160
8313,CHEVO,MID-SIZE,1.6,4.0,A9,D,9.2,7.6,8.480366256379465,172
8314,KIO,,3.8,6.0,AS8,X,15.796843519140362,11.001100110011,13.600000000000001,312
8315,FIAR,SUV - SMALL,1.4,4.0,M6,X,9.0,7.1022727272727275,8.143322475570033,185
8316,MITSU,COMPACT,2.4,,M5,X,11.200674068199842,8.50078242551911,9.980039920159681,216
8317,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,14.8,10.70003787878788,12.957844036697248,326
8318,CADILUXE,COMPACT,3.6,6.0,AS8,Z,15.408320493066256,13.49527665317139,,316
8319,NIRRAN,MID-SIZE,1.6,4.0,M6,Z,10.695187165775401,,9.6,213
8320,FOLKSWA,MID-SIZE,1.8,4.0,M5,X,8.300940346752865,7.4,7.89,187
8321,CHEVO,TWO-SEATER,6.2,8.0,AS8,Z,14.3,12.5,13.49001910219675,306
8322,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,17.6,12.59950936663693,15.35,362
8323,NIRRAN,,2.5,4.0,AV,X,9.9,,9.041591320072332,204
8324,BMV,COMPACT,3.0,,M6,Z,15.1,11.806375442739078,13.62,256
8325,BMV,SUV - SMALL,2.0,4.0,AS8,Z,,8.196721311475411,10.235639686684072,229
8326,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,A6,,14.6,8.50078242551911,11.86,263
8327,DOGE,FULL-SIZE,3.6,6.0,A8,X,13.3,9.0,11.37,241
8328,RYUNDAI,MID-SIZE,2.0,4.0,AS6,X,8.9,8.5,8.721241123803642,202
8329,MATSUDA,MINIVAN,2.5,4.0,M6,X,11.29924,8.1,9.861932938856015,218
8330,NIRRAN,STATION WAGON - SMALL,2.0,4.0,AV7,X,11.501955990220049,8.0,9.920634920634921,196
8331,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,16.19730504587156,13.200046728971964,14.9,320
8332,RYUNDAI,FULL-SIZE,,4.0,M6,,14.705882352941178,9.3,12.27,228
8333,MATSUDA,COMPACT,,4.0,AS6,X,10.0,8.2,9.19,175
8334,BMV,COMPACT,3.0,6.0,M6,Z,12.099537037037036,,12.367819614711033,240
8335,KIO,FULL-SIZE,1.6,4.0,A6,X,10.8,8.0,9.541984732824426,226
8336,JIPU,SUV - SMALL,,4.0,A9,X,8.9,11.806375442739078,10.204081632653061,222
8337,MATSUDA,COMPACT,2.0,4.0,AS6,X,9.398496240601503,6.899823995306541,8.276389866291344,180
8338,JIPU,SUV - SMALL,2.4,4.0,A6,X,,6.8,8.9,216
8339,FOLD,SUV - SMALL,2.0,4.0,AS6,X,12.5,8.1,10.5,242
8340,FOLD,COMPACT,2.0,4.0,M6,,13.0,7.7,10.62,214
8341,LECUS,SUBCOMPACT,3.5,6.0,AS6,Z,12.4,8.3,10.559662090813093,246
8342,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,16.299999999999997,11.701781275890637,14.23,385
8343,KIO,SUV - SMALL,2.0,4.0,AS6,,10.7,6.901311249137336,8.991399082568808,245
8344,TOYOTI,SUV - SMALL,2.7,4.0,AS6,,10.1,,9.380863039399625,231
8345,RYUNDAI,SUV - SMALL,2.4,,AS6,X,10.0,8.2,9.191676436107855,223
8346,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,13.296495195025438,12.300123001230011,12.85,384
8347,TOYOTI,MID-SIZE,3.5,6.0,AS8,X,,12.799320344358858,10.98,214
